ID	log2fold	p	p.adj
ENSMUSG00000049881	2.3073888063	3.66548755524082E-012	2.29648849444412E-010
ENSMUSG00000048581	2.5160923574	3.89019570674523E-012	2.42997464161155E-010
ENSMUSG00000032300	1.696013213	4.11478863280663E-012	2.56259209690283E-010
ENSMUSG00000029810	4.5855690761	4.5430014126584E-012	2.82085233548489E-010
ENSMUSG00000056268	-2.0811223079	4.62707299429104E-012	2.85605396094361E-010
ENSMUSG00000079017	2.6557632609	4.62593584369047E-012	2.85605396094361E-010
ENSMUSG00000066682	-3.8934105246	5.25499695003989E-012	3.23407083683429E-010
ENSMUSG00000040557	3.553550423	5.40044698917371E-012	3.31380957456268E-010
ENSMUSG00000035273	2.4904875291	5.48726624530562E-012	3.35720925735516E-010
ENSMUSG00000036832	4.8276132984	5.70311749621176E-012	3.4790684305107E-010
ENSMUSG00000029484	4.4307577689	6.05368655289016E-012	3.68215925810342E-010
ENSMUSG00000025804	-4.6040905328	6.37367937426678E-012	3.86552537166651E-010
ENSMUSG00000054792	-2.082787102	6.91875261802635E-012	4.18394017014156E-010
ENSMUSG00000026638	-3.933267771	6.99201581750585E-012	4.21602387285042E-010
ENSMUSG00000046352	4.092713141	8.57538030128307E-012	5.1558547327282E-010
ENSMUSG00000000386	3.6517232238	9.46999019092378E-012	5.67736796992077E-010
ENSMUSG00000021143	-1.549008135	9.63513455392023E-012	5.75982269909564E-010
ENSMUSG00000076498	3.272163332	9.71180430277266E-012	5.78906780482131E-010
ENSMUSG00000001334	-2.3272271843	1.04608039928578E-011	6.21777076076901E-010
ENSMUSG00000053310	5.7591796389	1.06212792041348E-011	6.29522011465526E-010
ENSMUSG00000006369	-5.2384464299	1.10203855521398E-011	6.51326639587234E-010
ENSMUSG00000020911	-8.0228315407	1.13029370383064E-011	6.66138913644594E-010
ENSMUSG00000041488	-2.297267875	1.13412974445023E-011	6.66516869252541E-010
ENSMUSG00000020272	-1.6197255948	1.14213495116447E-011	6.6933599680181E-010
ENSMUSG00000042203	-1.186704667	1.24991130426428E-011	7.30445365290358E-010
ENSMUSG00000112843	-2.0599521644	1.28746547001175E-011	7.50290282146794E-010
ENSMUSG00000031933	4.6878388265	1.32598839687901E-011	7.70587630197402E-010
ENSMUSG00000030064	-2.1913898342	1.4260416840932E-011	8.26430768201013E-010
ENSMUSG00000053166	6.1616544802	1.48034886244501E-011	8.55526823190867E-010
ENSMUSG00000029602	3.7558808659	1.54362492137852E-011	8.89631125268512E-010
ENSMUSG00000068227	3.3977125904	1.62091581775279E-011	9.31602388588884E-010
ENSMUSG00000022211	5.2013201697	1.65782751516249E-011	0.000000001
ENSMUSG00000062585	3.7396639253	1.72134847540869E-011	0.000000001
ENSMUSG00000027199	-1.3371353202	1.75778194049268E-011	0.000000001
ENSMUSG00000011256	-1.4150437039	1.8049479570079E-011	0.000000001
ENSMUSG00000006360	2.2355989833	2.10091904486502E-011	1.19071090028119E-009
ENSMUSG00000092702	25.2048139243	2.11003289125903E-011	1.19071090028119E-009
ENSMUSG00000035711	2.4303229632	2.11169550450098E-011	1.19071090028119E-009
ENSMUSG00000034958	5.4206211672	2.26273558673067E-011	1.27243807401515E-009
ENSMUSG00000030577	2.9534184709	2.39300460009755E-011	1.34207674655471E-009
ENSMUSG00000028838	3.7672417056	2.41391409596168E-011	1.35017398884849E-009
ENSMUSG00000033213	4.1333438505	2.52396414345565E-011	1.40795358088009E-009
ENSMUSG00000076435	-1.7917840183	2.54088478788946E-011	1.41361278212634E-009
ENSMUSG00000056917	-1.7436402674	2.5523433097809E-011	1.41621112957338E-009
ENSMUSG00000028337	-1.8250798837	2.70272150764822E-011	1.49567317809191E-009
ENSMUSG00000086429	1.9311797441	2.76272365611947E-011	1.52483342956668E-009
ENSMUSG00000029223	5.9181567118	2.7928680410447E-011	1.53740385066796E-009
ENSMUSG00000019122	5.2472440331	2.83592601214876E-011	1.55699801030157E-009
ENSMUSG00000040811	-2.7229343519	2.87492170263299E-011	1.5742648682948E-009
ENSMUSG00000036390	2.0226867347	2.96746825815561E-011	1.62068822696075E-009
ENSMUSG00000059412	5.0492256888	3.21493036571814E-011	1.74669510989525E-009
ENSMUSG00000004788	-1.4908748998	3.20911431336709E-011	1.74669510989525E-009
ENSMUSG00000035385	3.7799212464	3.2431259687239E-011	1.75743732689576E-009
ENSMUSG00000022744	2.0616304991	3.2700231964343E-011	1.76742212298469E-009
ENSMUSG00000060131	-2.2297532984	3.36327573770184E-011	1.81312717611559E-009
ENSMUSG00000104488	2.3178640893	3.59248932574578E-011	1.93170373203696E-009
ENSMUSG00000046031	2.8533656374	3.8061649941719E-011	0.000000002
ENSMUSG00000036206	1.5962253746	3.82794126048328E-011	0.000000002
ENSMUSG00000038068	-3.4936635466	3.8703263731823E-011	2.06513092387986E-009
ENSMUSG00000104435	3.4041629076	3.98933721393444E-011	2.12320260954883E-009
ENSMUSG00000042265	-3.9593607065	4.55325265538609E-011	2.41716310812519E-009
ENSMUSG00000032035	2.7505268927	4.67327452380428E-011	2.47458188807433E-009
ENSMUSG00000057606	4.4818507269	4.77782259049287E-011	2.52353703051779E-009
ENSMUSG00000046999	3.2688716041	5.23461659746469E-011	2.75782338567944E-009
ENSMUSG00000024862	-2.0044073313	5.27510750513988E-011	2.77215536220991E-009
ENSMUSG00000032536	-1.1939390386	5.50837995730231E-011	2.88747062937684E-009
ENSMUSG00000072688	4.037303636	5.63176179843253E-011	2.94474803009268E-009
ENSMUSG00000112553	16.6829422126	5.6653083857853E-011	0.000000003
ENSMUSG00000028435	3.2541405628	5.76829760320722E-011	0.000000003
ENSMUSG00000022657	2.6386539991	6.09130061270075E-011	3.161263798079E-009
ENSMUSG00000068551	2.2713696714	6.75076922030463E-011	3.49482129635771E-009
ENSMUSG00000051506	-2.3174066106	6.83088516806454E-011	3.52754349656759E-009
ENSMUSG00000051978	1.866606837	6.97086520112007E-011	3.59094223928316E-009
ENSMUSG00000032238	3.6415050033	7.40191205635616E-011	3.80359830620095E-009
ENSMUSG00000041926	-1.3049782343	8.09789123931469E-011	4.15017362028216E-009
ENSMUSG00000018341	3.8029237171	8.11614263085426E-011	4.15017362028216E-009
ENSMUSG00000114285	4.1048083025	8.2309865758903E-011	4.19860814016624E-009
ENSMUSG00000029098	-1.9141136575	8.28211884938473E-011	4.21438647694423E-009
ENSMUSG00000031712	1.9599644869	8.41709292201475E-011	4.27264743630155E-009
ENSMUSG00000053469	2.7992391154	8.75348199494613E-011	4.43261880729517E-009
ENSMUSG00000026600	-2.0468594383	8.98866361135666E-011	4.54068980444876E-009
ENSMUSG00000054008	-2.7095507725	9.04662290197885E-011	4.5589297971977E-009
ENSMUSG00000001020	5.6159244624	9.13897129305596E-011	4.59437007438618E-009
ENSMUSG00000018143	-1.3702919441	9.22790053722003E-011	4.62792521413513E-009
ENSMUSG00000030029	3.2576895593	9.49808746379023E-011	4.74243175573525E-009
ENSMUSG00000008035	1.977695842	9.50168467572896E-011	4.74243175573525E-009
ENSMUSG00000027460	-7.4432064789	1.06203510903191E-010	5.28812374217965E-009
ENSMUSG00000042106	2.9171596641	1.08108907489966E-010	5.3701812784837E-009
ENSMUSG00000023809	-3.5288492299	1.08373117833361E-010	5.37051866355681E-009
ENSMUSG00000025234	-1.8702518119	1.09190772918273E-010	5.39821586586237E-009
ENSMUSG00000046058	3.6367463768	1.10973172082259E-010	5.47336474976874E-009
ENSMUSG00000022586	6.039587359	1.12458391815355E-010	5.53353638783905E-009
ENSMUSG00000043415	1.4410132944	1.13154344474533E-010	5.55468020887572E-009
ENSMUSG00000023905	3.0999897773	1.13922662413888E-010	5.5792687932886E-009
ENSMUSG00000064213	-11.1837537468	1.16741211142882E-010	5.70391542874462E-009
ENSMUSG00000031529	-2.1613019146	1.17371644243699E-010	5.72131919125301E-009
ENSMUSG00000073557	-2.7876854975	1.17833066486072E-010	5.7304225316991E-009
ENSMUSG00000076575	24.4332541007	1.24514355542092E-010	0.000000006
ENSMUSG00000038055	2.1625332066	1.26073861268525E-010	6.10273542377083E-009
ENSMUSG00000020027	3.6348021014	1.2647902220664E-010	6.10817555624335E-009
ENSMUSG00000043439	2.5376731358	1.26858303858338E-010	6.11234363371017E-009
ENSMUSG00000038175	1.9343696481	1.30567145096751E-010	6.27654918929384E-009
ENSMUSG00000048031	4.8775121247	1.34742638968673E-010	6.46238086621475E-009
ENSMUSG00000042116	-4.5268596864	1.37927016705546E-010	6.585520376028E-009
ENSMUSG00000002983	2.2674694684	1.37941446787338E-010	6.585520376028E-009
ENSMUSG00000051166	2.9286669583	1.39184245983597E-010	6.6296824747849E-009
ENSMUSG00000029832	3.7681895151	1.39597056333615E-010	6.63419905760411E-009
ENSMUSG00000003541	2.1955463467	1.41996723742039E-010	6.73290374415946E-009
ENSMUSG00000106734	2.2761538478	1.52635852679449E-010	7.22095645000303E-009
ENSMUSG00000113679	3.9456825842	1.54007134683113E-010	7.26934581650178E-009
ENSMUSG00000029925	-2.4085592327	1.58085178800974E-010	7.44499116326123E-009
ENSMUSG00000001946	2.2211200352	1.60582174019861E-010	7.54555382111793E-009
ENSMUSG00000067194	1.5945975635	1.7627944813541E-010	8.26453511561586E-009
ENSMUSG00000027615	-2.2593120572	1.78239750501687E-010	8.33770384465626E-009
ENSMUSG00000043391	-3.3526272033	1.81511804139989E-010	8.47176905989394E-009
ENSMUSG00000030257	-2.3896044769	1.85426675173751E-010	8.63517125926333E-009
ENSMUSG00000097804	6.680626662	1.93212459258232E-010	0.000000009
ENSMUSG00000039765	3.8153913103	1.95608943049914E-010	9.06886528633412E-009
ENSMUSG00000004296	2.3967680027	1.9769740580827E-010	9.14536802079366E-009
ENSMUSG00000021175	-2.298270794	2.07454521054567E-010	9.57549485124211E-009
ENSMUSG00000039156	-1.0138667634	2.09406574671801E-010	9.64425908913419E-009
ENSMUSG00000002020	3.3324125056	2.13942262914564E-010	9.83144808631399E-009
ENSMUSG00000022016	-2.059533735	2.32249501548442E-010	1.06492776940773E-008
ENSMUSG00000075595	-1.5447339775	2.40846962278467E-010	0.000000011
ENSMUSG00000056413	1.7934627889	2.41122874827562E-010	0.000000011
ENSMUSG00000033350	4.0272634491	2.44013043374936E-010	1.11153801832561E-008
ENSMUSG00000026773	1.9241863845	2.54944095629019E-010	1.15880145252902E-008
ENSMUSG00000021699	2.2520603747	2.55960991621186E-010	1.16089438438974E-008
ENSMUSG00000030629	0.9522560332	2.59470851352635E-010	1.17426038433189E-008
ENSMUSG00000087450	4.1794562486	2.76638587418365E-010	1.24924477257778E-008
ENSMUSG00000026365	-3.9651771498	2.81622338001508E-010	1.26900363665777E-008
ENSMUSG00000030610	-1.5218820113	2.8465695203475E-010	1.27991335997866E-008
ENSMUSG00000004707	1.7229249954	2.90243553835019E-010	0.000000013
ENSMUSG00000073910	-2.0942841818	2.97204491424599E-010	1.33059598810975E-008
ENSMUSG00000032575	1.9055551006	3.00598944074085E-010	1.34291129983247E-008
ENSMUSG00000102973	9.0646448091	3.03062623095112E-010	1.35102468069088E-008
ENSMUSG00000104698	4.6402085336	3.06121875670588E-010	1.3617528128178E-008
ENSMUSG00000034220	2.8826208759	3.11993591238526E-010	1.38491963702327E-008
ENSMUSG00000038209	-11.3614187024	3.15628481405636E-010	0.000000014
ENSMUSG00000015143	-1.9500865841	3.17032910672075E-010	0.000000014
ENSMUSG00000004267	4.170311763	3.5384571953579E-010	1.56073641578757E-008
ENSMUSG00000097039	-2.1894468856	3.5565048251911E-010	1.56538734531565E-008
ENSMUSG00000031161	-2.278786123	3.61071367357949E-010	1.58590146046082E-008
ENSMUSG00000025936	4.7935766894	3.64230990507323E-010	0.000000016
ENSMUSG00000013643	-9.8712993879	3.7567581350199E-010	1.64140824439453E-008
ENSMUSG00000032324	3.3690987157	3.76069185074335E-010	1.64140824439453E-008
ENSMUSG00000015889	-1.0335653026	3.90935549033232E-010	0.000000017
ENSMUSG00000025498	2.1710082355	3.90886282272933E-010	0.000000017
ENSMUSG00000024818	-1.163000697	4.27928838695897E-010	1.856107975408E-008
ENSMUSG00000030094	-2.2717762016	4.51918935673352E-010	1.95609642218945E-008
ENSMUSG00000003228	2.0367160249	4.57339751968556E-010	1.97546154147412E-008
ENSMUSG00000038421	2.437620401	4.59287416232141E-010	1.97977548860561E-008
ENSMUSG00000024910	2.6343750558	4.88123156780179E-010	0.000000021
ENSMUSG00000050195	-4.493053032	4.8913904211934E-010	0.000000021
ENSMUSG00000055148	2.8184964623	5.04553950530253E-010	2.16150083571102E-008
ENSMUSG00000021265	3.3621771554	5.18596838335863E-010	2.21710775372974E-008
ENSMUSG00000034127	-8.7094935406	5.2258032184889E-010	2.22956917274711E-008
ENSMUSG00000030166	2.1961871829	5.2761604088867E-010	2.24645989001231E-008
ENSMUSG00000034543	-2.2126378056	5.49535722396026E-010	2.33502317237236E-008
ENSMUSG00000027222	1.5931994083	5.82494953634211E-010	2.46502884739767E-008
ENSMUSG00000020231	-3.0599305272	5.82000605120128E-010	2.46502884739767E-008
ENSMUSG00000046562	-2.3165065038	6.02246551340097E-010	2.54345542522438E-008
ENSMUSG00000074622	4.0070822728	6.44540519932311E-010	2.71657552875713E-008
ENSMUSG00000020032	4.5351250247	6.60843733002106E-010	2.77967395194011E-008
ENSMUSG00000022821	7.306349157	6.69265537643718E-010	2.80943398628992E-008
ENSMUSG00000033379	1.569443368	6.89534725390135E-010	2.88870742486233E-008
ENSMUSG00000064023	-3.6427793001	6.96127781456598E-010	2.91048374840261E-008
ENSMUSG00000039783	-2.4429362396	7.08842476585837E-010	2.95771611780206E-008
ENSMUSG00000041444	-2.5556287441	7.38240928481512E-010	3.0742356269281E-008
ENSMUSG00000032489	-2.9974425705	7.56965537114781E-010	3.14593067745532E-008
ENSMUSG00000065590	-2.113121022	7.58917452123876E-010	3.14777232677146E-008
ENSMUSG00000005686	-2.3662074497	7.73834601661505E-010	0.000000032
ENSMUSG00000025647	1.5786533853	7.74297580179598E-010	0.000000032
ENSMUSG00000044583	5.319418298	7.76988057101473E-010	0.000000032
ENSMUSG00000059970	2.5773034788	7.80085799754784E-010	3.21004537283709E-008
ENSMUSG00000022667	-2.6052276717	8.12177506070911E-010	3.33552348605461E-008
ENSMUSG00000024378	-1.7478089995	8.18749713433069E-010	3.35590869771201E-008
ENSMUSG00000029641	3.3642093375	8.49673919116653E-010	3.47583274010406E-008
ENSMUSG00000033837	3.5264407968	8.76803302329913E-010	3.57979399148904E-008
ENSMUSG00000028656	-1.6647295585	8.93216262306489E-010	3.63968181259771E-008
ENSMUSG00000075284	-1.404987317	8.96081617090831E-010	3.6442399176152E-008
ENSMUSG00000044156	-2.8001622752	9.17670904818106E-010	3.72477978350587E-008
ENSMUSG00000020085	-1.7281848509	0.000000001	3.95626289263947E-008
ENSMUSG00000026670	1.7675595631	0.000000001	3.96179843003916E-008
ENSMUSG00000028088	-1.5447199294	0.000000001	4.11160294205546E-008
ENSMUSG00000102112	2.1913949506	1.11722451817634E-009	0.000000045
ENSMUSG00000000359	4.4427601256	1.1477232814519E-009	4.61367067840676E-008
ENSMUSG00000042388	3.1530956484	1.18284137125601E-009	4.74569606317581E-008
ENSMUSG00000021665	-1.9392792325	1.2107573834862E-009	4.84837452815212E-008
ENSMUSG00000012609	1.2913297703	1.22119726538957E-009	4.88081198234151E-008
ENSMUSG00000023903	2.4429393289	1.28039838622751E-009	5.1076389162265E-008
ENSMUSG00000038866	-1.8729998195	1.29925473942005E-009	5.17296786803826E-008
ENSMUSG00000034248	2.1947177122	1.3385426638343E-009	5.31438928708191E-008
ENSMUSG00000028758	-4.89335851	1.33986903369845E-009	5.31438928708191E-008
ENSMUSG00000024442	-1.9338058782	1.38981643371832E-009	0.000000055
ENSMUSG00000046157	-1.9264938536	1.44896146637553E-009	5.72531876382436E-008
ENSMUSG00000026414	4.0728715688	1.4831624158952E-009	5.84937948635568E-008
ENSMUSG00000040703	-4.7064599666	1.4902414184419E-009	5.86620881376478E-008
ENSMUSG00000031879	1.831273098	1.5088336661123E-009	5.91431952976555E-008
ENSMUSG00000001604	3.7402775478	1.50679534556855E-009	5.91431952976555E-008
ENSMUSG00000040463	-1.4922161031	1.51096789021955E-009	5.91431952976555E-008
ENSMUSG00000027953	1.6772886456	1.52800460092323E-009	5.95864672692734E-008
ENSMUSG00000038267	2.4902889948	1.52645245809362E-009	5.95864672692734E-008
ENSMUSG00000108521	7.7981433599	1.53796819822429E-009	5.98374344151069E-008
ENSMUSG00000086859	2.3863722074	1.54017649815043E-009	5.98374344151069E-008
ENSMUSG00000051457	3.8781352319	1.56856327793776E-009	6.07923275262294E-008
ENSMUSG00000042436	-4.4027653566	1.57058258815308E-009	6.07923275262294E-008
ENSMUSG00000082762	2.0581655383	1.61751303356694E-009	6.24929155913094E-008
ENSMUSG00000049608	-2.1923390839	1.62513313940676E-009	6.26712618991559E-008
ENSMUSG00000091370	-5.0633716078	1.67539236847858E-009	6.44902416671008E-008
ENSMUSG00000020230	2.0791544507	1.74433485339361E-009	0.000000067
ENSMUSG00000036905	5.3268215267	1.74899178797569E-009	6.7075764103928E-008
ENSMUSG00000017009	2.4086248442	1.77907288781635E-009	6.81042158871787E-008
ENSMUSG00000023092	-4.1570695549	1.8267009458799E-009	6.97993806481545E-008
ENSMUSG00000018340	-1.5571779075	1.89470389540861E-009	7.22654613709505E-008
ENSMUSG00000034480	-2.1557773572	1.91218702744036E-009	7.27991933457816E-008
ENSMUSG00000001029	2.9050613596	0.000000002	7.58151131335323E-008
ENSMUSG00000026770	3.7746056332	0.000000002	0.000000076
ENSMUSG00000047517	-9.3538139314	2.05606534596756E-009	7.78506194426882E-008
ENSMUSG00000050379	-1.1449220678	2.08224752785295E-009	7.86991488652102E-008
ENSMUSG00000097633	2.6445834534	2.10057291029944E-009	7.92481964332319E-008
ENSMUSG00000031155	2.314144656	2.14866035039251E-009	8.0916066588879E-008
ENSMUSG00000020692	-1.7657639647	2.17095562142902E-009	8.16083732069796E-008
ENSMUSG00000032776	4.5386918874	2.17921003075915E-009	8.17713289059858E-008
ENSMUSG00000026893	1.8250630861	2.47498641950685E-009	9.27031268764298E-008
ENSMUSG00000030657	2.7765121465	2.48668806940447E-009	0.000000093
ENSMUSG00000034156	-2.4414839777	2.54462359703736E-009	0.000000095
ENSMUSG00000027805	3.2339131213	2.71473045372974E-009	1.01138252600292E-007
ENSMUSG00000038521	-5.4032803084	2.74790920372493E-009	1.02191853328544E-007
ENSMUSG00000035268	1.646293132	2.79596276598679E-009	1.03425835437557E-007
ENSMUSG00000086894	3.5652232158	2.79274471148836E-009	1.03425835437557E-007
ENSMUSG00000047867	2.2582511051	2.78720176891409E-009	1.03425835437557E-007
ENSMUSG00000033767	1.6566203063	2.83218938009123E-009	1.04580472631581E-007
ENSMUSG00000076928	2.6713695817	2.94674187942602E-009	1.086181551775E-007
ENSMUSG00000021676	-2.7777934109	0.000000003	1.10124048729453E-007
ENSMUSG00000047730	-10.4243165965	0.000000003	1.10124048729453E-007
ENSMUSG00000022132	6.2910886592	3.06438707180859E-009	1.12359064110971E-007
ENSMUSG00000062082	-4.6103490206	3.09192946948246E-009	1.13170043020724E-007
ENSMUSG00000112264	7.4723232401	3.123834743991E-009	0.000000114
ENSMUSG00000043940	-2.3050470546	3.12601653832914E-009	0.000000114
ENSMUSG00000020644	2.5325448236	3.22207003195102E-009	1.17315963484457E-007
ENSMUSG00000045671	-2.0473327112	3.32750717527862E-009	1.20943871424804E-007
ENSMUSG00000039013	-5.6098714546	3.49926083543771E-009	0.000000127
ENSMUSG00000024659	-2.3249376076	3.58262225012575E-009	1.29764319452037E-007
ENSMUSG00000027079	1.1153417387	3.7074830954256E-009	1.34054107140146E-007
ENSMUSG00000021262	-1.3013418157	3.78141935450928E-009	1.36490920403334E-007
ENSMUSG00000093805	7.545153672	3.797944132843E-009	1.36850619073409E-007
ENSMUSG00000026574	-5.4760311569	0.000000004	1.43368313724216E-007
ENSMUSG00000023939	2.2507346619	0.000000004	1.43368313724216E-007
ENSMUSG00000020581	-8.3709586233	0.000000004	1.44703019986858E-007
ENSMUSG00000041570	-1.9213749871	0.000000004	1.44857500401996E-007
ENSMUSG00000071537	4.8842909514	4.10623370042419E-009	1.46692386458818E-007
ENSMUSG00000015944	2.5888229677	4.26741136206319E-009	1.521897491397E-007
ENSMUSG00000102744	4.5493172374	4.3420895409968E-009	1.54588761252246E-007
ENSMUSG00000004791	-4.945552929	4.49430341381812E-009	1.59735352849212E-007
ENSMUSG00000096001	7.2077566075	4.6453731657266E-009	1.64823844143799E-007
ENSMUSG00000067219	2.6444907612	4.80072276278193E-009	0.00000017
ENSMUSG00000021895	-1.8879427785	4.92159892491795E-009	0.000000174
ENSMUSG00000022360	-2.166063384	0.000000005	1.76792231671495E-007
ENSMUSG00000039115	4.4539833375	5.32984400493577E-009	1.8783198559962E-007
ENSMUSG00000073002	3.6566448778	5.3769239653456E-009	1.89171609930869E-007
ENSMUSG00000021806	-2.6989573452	5.44292781651708E-009	1.91171385582485E-007
ENSMUSG00000015243	2.4570604169	5.51643366813618E-009	1.9342748843416E-007
ENSMUSG00000030505	-1.416465146	5.76038984496854E-009	2.01642639824796E-007
ENSMUSG00000027669	1.9343903731	0.000000006	2.11091902879473E-007
ENSMUSG00000001986	4.1832588717	6.11481121829507E-009	2.13333288373395E-007
ENSMUSG00000010054	1.3671823433	6.26859750932092E-009	0.000000218
