ID	log2fold	p	p.adj
ENSMUSG00000088008	2.5142018036	0.1277229795	0.2964383715
ENSMUSG00000029038	0.4199426216	0.127738768	0.2964420374
ENSMUSG00000027273	-5.105133727	0.1277621753	0.2964633815
ENSMUSG00000042185	-0.5025145891	0.1278833513	0.2965446392
ENSMUSG00000057280	-5.286547269	0.1279109049	0.2965446392
ENSMUSG00000062760	5.2506260857	0.1278876639	0.2965446392
ENSMUSG00000020305	0.4154584751	0.1278853676	0.2965446392
ENSMUSG00000025939	-0.3911166169	0.1279060746	0.2965446392
ENSMUSG00000082774	1.9650927354	0.1279076608	0.2965446392
ENSMUSG00000114869	2.9599117393	0.1278732812	0.2965446392
ENSMUSG00000044730	-0.9234752864	0.1278731846	0.2965446392
ENSMUSG00000049600	-0.5335304613	0.1279579062	0.296620644
ENSMUSG00000032869	0.2877277014	0.1280387216	0.2967640041
ENSMUSG00000024134	1.4170725652	0.1280481985	0.2967640041
ENSMUSG00000029576	2.1728338284	0.128106613	0.2968664074
ENSMUSG00000029410	-1.4302622014	0.1281882986	0.2970227091
ENSMUSG00000037872	2.2345361063	0.128212139	0.297044959
ENSMUSG00000039187	-0.9738885613	0.1282661891	0.2971371867
ENSMUSG00000023982	0.6065818875	0.1283273256	0.2972216048
ENSMUSG00000046338	2.8073342851	0.1283311229	0.2972216048
ENSMUSG00000110159	2.1154040845	0.1283575527	0.2972498194
ENSMUSG00000098043	1.4617064692	0.1284529462	0.2974377154
ENSMUSG00000026479	2.6853683545	0.1286548977	0.2978722816
ENSMUSG00000113907	-1.4983334565	0.128704687	0.2979544924
ENSMUSG00000081309	-1.475244042	0.128788281	0.2981149347
ENSMUSG00000107116	-1.4666710879	0.1288716398	0.2982747971
ENSMUSG00000049680	0.4973571931	0.1288943615	0.2982942945
ENSMUSG00000110652	1.165322111	0.128943541	0.2983750106
ENSMUSG00000024620	1.1055214363	0.1289654553	0.2983926244
ENSMUSG00000018965	-0.2817334084	0.1290004166	0.2984404183
ENSMUSG00000030513	-1.624673261	0.129088927	0.2986120727
ENSMUSG00000022544	-0.4649447048	0.1291844027	0.2987997996
ENSMUSG00000059108	-1.5853996043	0.1292959816	0.2988259736
ENSMUSG00000049285	0.8667465012	0.1292388129	0.2988259736
ENSMUSG00000092417	0.4685611725	0.1292816728	0.2988259736
ENSMUSG00000022841	0.3741991555	0.129282131	0.2988259736
ENSMUSG00000111524	3.6615482662	0.1292186822	0.2988259736
ENSMUSG00000032028	1.4747315927	0.1292785999	0.2988259736
ENSMUSG00000022751	0.4183419514	0.1292703512	0.2988259736
ENSMUSG00000036473	0.687136759	0.1294402193	0.2990930662
ENSMUSG00000041912	-0.617682207	0.1294366274	0.2990930662
ENSMUSG00000038894	-0.6330802642	0.1295365615	0.2992825341
ENSMUSG00000039648	0.4827177186	0.129664753	0.2995123718
ENSMUSG00000042549	1.371547848	0.1296549179	0.2995123718
ENSMUSG00000112762	1.8543910911	0.1297620178	0.2997038611
ENSMUSG00000034161	1.3116677115	0.1298658663	0.2998193673
ENSMUSG00000052298	-0.3791035443	0.1298695117	0.2998193673
ENSMUSG00000032089	-0.5965492536	0.1298332968	0.2998193673
ENSMUSG00000056666	-0.5334471734	0.1298583213	0.2998193673
ENSMUSG00000018774	-0.727284317	0.1299244058	0.2998797298
ENSMUSG00000045466	-0.5068245013	0.1299203304	0.2998797298
ENSMUSG00000074361	5.0510742574	0.1300229267	0.3000173963
ENSMUSG00000061544	-1.4713425988	0.1300065048	0.3000173963
ENSMUSG00000097457	-0.8777775501	0.130028262	0.3000173963
ENSMUSG00000070713	1.4963740299	0.1300415719	0.3000173963
ENSMUSG00000024810	-1.4011450744	0.1300944603	0.3001062279
ENSMUSG00000056167	-0.3337682865	0.1301723097	0.3001530612
ENSMUSG00000043155	-2.6291629837	0.1301515714	0.3001530612
ENSMUSG00000066892	0.3646250736	0.1301701315	0.3001530612
ENSMUSG00000114162	1.7869349008	0.1301442123	0.3001530612
ENSMUSG00000026536	0.6338151923	0.1301887022	0.3001576854
ENSMUSG00000045751	-0.5396659787	0.1302508621	0.3002678161
ENSMUSG00000095087	-2.4050962425	0.1303217832	0.3003981176
ENSMUSG00000074357	-0.7125704039	0.1303521701	0.3004349674
ENSMUSG00000061306	-0.3357703453	0.1303718962	0.3004472406
ENSMUSG00000040859	0.3697121626	0.1304528309	0.3005793029
ENSMUSG00000081564	1.2628627899	0.130458016	0.3005793029
ENSMUSG00000091449	1.228223948	0.1304869173	0.3006126939
ENSMUSG00000091775	1.9368209658	0.1305793921	0.3007925203
ENSMUSG00000084846	0.9529010586	0.130608776	0.3008011229
ENSMUSG00000002032	-1.1618476341	0.1306119624	0.3008011229
ENSMUSG00000026788	-0.486577678	0.1306698842	0.3008827032
ENSMUSG00000050490	0.911313717	0.1307038799	0.3008827032
ENSMUSG00000013083	1.6879323812	0.130705073	0.3008827032
ENSMUSG00000111686	-0.522852998	0.1306957775	0.3008827032
ENSMUSG00000043448	-3.602289164	0.1307571978	0.3009362844
ENSMUSG00000108353	1.8335365438	0.1307549523	0.3009362844
ENSMUSG00000106928	-1.4073332903	0.1308965137	0.3011572525
ENSMUSG00000019338	-0.639193843	0.1308889708	0.3011572525
ENSMUSG00000024096	0.3662173104	0.1308678872	0.3011572525
ENSMUSG00000073489	1.1496398595	0.1309958866	0.30135265
ENSMUSG00000052428	0.349234093	0.1310194033	0.3013735183
ENSMUSG00000107134	6.5470758553	0.131049568	0.3014096722
ENSMUSG00000025374	0.4310256063	0.1311408122	0.3015862836
ENSMUSG00000032556	0.7806678973	0.1311985004	0.3016698519
ENSMUSG00000047767	-0.3989553742	0.1312060699	0.3016698519
ENSMUSG00000072612	-0.601827952	0.1312994173	0.3018512114
ENSMUSG00000106567	1.6613032357	0.1313939094	0.3020351622
ENSMUSG00000039976	0.8542308123	0.131429351	0.3020833481
ENSMUSG00000067338	7.3350069887	0.1315078638	0.3022305092
ENSMUSG00000015451	1.8072443903	0.1315231215	0.3022322815
ENSMUSG00000029439	-0.3501974912	0.1315642172	0.3022601326
ENSMUSG00000116182	1.5572251114	0.1315596636	0.3022601326
ENSMUSG00000037493	0.6764955491	0.1316998464	0.3025384162
ENSMUSG00000048992	-3.7584144254	0.1318082241	0.3027540438
ENSMUSG00000081137	1.9241235693	0.131845428	0.3028061607
ENSMUSG00000085615	-0.9530555376	0.1319229765	0.3029509145
ENSMUSG00000042182	-1.7284244199	0.1321234166	0.3033778165
ENSMUSG00000029276	-0.937896028	0.1321872927	0.3034839118
ENSMUSG00000032806	0.3827707342	0.132198715	0.3034839118
ENSMUSG00000106365	2.8507616718	0.1322386997	0.303542303
ENSMUSG00000031563	-0.6571564167	0.1322580684	0.3035533642
ENSMUSG00000079019	1.397346665	0.1322874073	0.3035873037
ENSMUSG00000027668	-0.3444798452	0.1323267937	0.3036442914
ENSMUSG00000026155	0.4469919815	0.1323820483	0.3037376745
ENSMUSG00000039089	0.7933112519	0.1324223906	0.3037968261
ENSMUSG00000084333	2.8371975096	0.1324817094	0.3038285916
ENSMUSG00000107770	1.8020000905	0.1324944891	0.3038285916
ENSMUSG00000057835	0.5446784491	0.1324924368	0.3038285916
ENSMUSG00000084047	-1.9825955782	0.1324599374	0.3038285916
ENSMUSG00000107023	1.4124801106	0.1325304634	0.3038776853
ENSMUSG00000055041	1.8515223053	0.1325580907	0.3039076315
ENSMUSG00000100680	0.7994928206	0.1326839782	0.3041628214
ENSMUSG00000058152	-1.8627732764	0.1328722887	0.3045275799
ENSMUSG00000071671	1.2456722133	0.1328600698	0.3045275799
ENSMUSG00000059142	0.5876476115	0.1329494234	0.3046708942
ENSMUSG00000027206	-0.3164751723	0.1329760952	0.3046985475
ENSMUSG00000107215	3.7862189168	0.1330217386	0.3047696609
ENSMUSG00000027474	-2.9505019797	0.1331189426	0.3049588776
ENSMUSG00000027496	-0.6419930339	0.1331613742	0.3049977437
ENSMUSG00000024045	-0.6597040485	0.1331651463	0.3049977437
ENSMUSG00000087207	-1.7567454702	0.1333236558	0.3053272702
ENSMUSG00000061175	-0.5835414351	0.1333909547	0.3054478638
ENSMUSG00000098449	1.4868613241	0.1334160376	0.3054717727
ENSMUSG00000001143	-0.3888379138	0.1334725169	0.3055209711
ENSMUSG00000103163	-3.7667196796	0.1334524617	0.3055209711
ENSMUSG00000034687	3.1774210982	0.1334814577	0.3055209711
ENSMUSG00000090330	1.5494766917	0.1335573711	0.3056611928
ENSMUSG00000017119	-0.5542760933	0.1336465425	0.3058257831
ENSMUSG00000038415	3.6546421228	0.1336586057	0.3058257831
ENSMUSG00000030322	-0.5856712289	0.1339148387	0.3063478046
ENSMUSG00000107634	2.2994239995	0.1339161184	0.3063478046
ENSMUSG00000077785	2.9547873654	0.134016574	0.3065439955
ENSMUSG00000046168	1.7621869848	0.1340705032	0.3066337326
ENSMUSG00000035215	1.3256630716	0.1341151576	0.3067022398
ENSMUSG00000044505	2.3576617518	0.1342112685	0.3068883926
ENSMUSG00000068396	1.224810762	0.1342696983	0.3069883523
ENSMUSG00000065947	-1.9546688692	0.1342955758	0.3070138723
ENSMUSG00000017858	-0.2859856551	0.1343612361	0.3071303242
ENSMUSG00000036398	0.6083312771	0.1344560157	0.3072459863
ENSMUSG00000057963	-0.3349794422	0.134433772	0.3072459863
ENSMUSG00000025980	-0.3719253493	0.1344476028	0.3072459863
ENSMUSG00000027194	-0.5179336338	0.134471755	0.3072482998
ENSMUSG00000104436	-1.0296971199	0.1345083068	0.3072981608
ENSMUSG00000059461	1.1381096339	0.1345269471	0.307307095
ENSMUSG00000054128	-2.413055153	0.1346072498	0.3074568701
ENSMUSG00000037053	7.0099942565	0.1346620419	0.3075483504
ENSMUSG00000027698	-0.6729402391	0.13472122	0.3076498264
ENSMUSG00000017802	-0.4097137921	0.1347597777	0.3077041965
ENSMUSG00000036067	0.5395005122	0.1347822626	0.3077218587
ENSMUSG00000006315	0.4246468041	0.1348220273	0.3077789644
ENSMUSG00000104166	1.5219380968	0.1349129123	0.3079527451
ENSMUSG00000050555	0.651162417	0.1349443955	0.3079648491
ENSMUSG00000057103	0.6219290282	0.1349477377	0.3079648491
ENSMUSG00000110928	-1.5140978609	0.13498135	0.3079741803
ENSMUSG00000086464	-2.0427619874	0.13498099	0.3079741803
ENSMUSG00000108522	-1.7217293952	0.135191712	0.3084204143
ENSMUSG00000026853	0.5873764238	0.1352241543	0.3084606966
ENSMUSG00000046687	0.610117554	0.1352899076	0.3085476618
ENSMUSG00000022682	-0.7034768176	0.1352918569	0.3085476618
ENSMUSG00000032192	0.7197365586	0.1353541954	0.308599788
ENSMUSG00000113335	0.8044661479	0.1353590883	0.308599788
ENSMUSG00000105244	3.0174832554	0.1353429836	0.308599788
ENSMUSG00000020021	-0.7862489195	0.1354061092	0.3086732579
ENSMUSG00000111079	2.9899241127	0.1355097505	0.3088757701
ENSMUSG00000075267	1.5772241345	0.13556841	0.3089757197
ENSMUSG00000060771	-1.2180116922	0.1356365416	0.309097233
ENSMUSG00000021807	0.4385462141	0.1356810093	0.3091647988
ENSMUSG00000003072	0.4719344321	0.1357187809	0.3092170935
ENSMUSG00000063800	0.3181697799	0.1357433145	0.3092392193
ENSMUSG00000033703	-0.6149653793	0.1358689974	0.3093607584
ENSMUSG00000032698	-1.0233795151	0.1358708062	0.3093607584
ENSMUSG00000085917	-1.2245305435	0.135865793	0.3093607584
ENSMUSG00000026563	0.3701790462	0.135858565	0.3093607584
ENSMUSG00000047515	-0.7002892465	0.1358635548	0.3093607584
ENSMUSG00000111964	1.5686060564	0.1359161485	0.3094028379
ENSMUSG00000041846	-0.6406461445	0.1359189479	0.3094028379
ENSMUSG00000063897	0.4221418631	0.1359647174	0.3094732599
ENSMUSG00000033272	-0.2295546778	0.136021656	0.3095690858
ENSMUSG00000092593	0.9555354961	0.1361680985	0.3098685689
ENSMUSG00000081306	2.4249027274	0.1362257154	0.3099658742
ENSMUSG00000026839	1.059029417	0.1363560041	0.3102284965
ENSMUSG00000029601	-2.1366348498	0.1364110152	0.3103198135
ENSMUSG00000090722	-2.1030807707	0.136511224	0.3105139192
ENSMUSG00000051314	-0.996207263	0.1366883785	0.3108829871
ENSMUSG00000040552	-1.5182223359	0.1367185009	0.3108837149
ENSMUSG00000086296	1.7312797211	0.1367166479	0.3108837149
ENSMUSG00000027404	0.3679700815	0.1367517759	0.3109254906
ENSMUSG00000039942	-0.45296765	0.1368838304	0.3110949166
ENSMUSG00000079507	1.1826931744	0.1368826605	0.3110949166
ENSMUSG00000097832	-1.6861459614	0.1368859385	0.3110949166
ENSMUSG00000108394	-1.6651973523	0.1368754718	0.3110949166
ENSMUSG00000097706	-1.8774927126	0.1369891141	0.3112615866
ENSMUSG00000072553	1.73278326	0.1369881442	0.3112615866
ENSMUSG00000036391	-0.5192759688	0.137020747	0.3112886261
ENSMUSG00000039004	-1.6610737754	0.1370308557	0.3112886261
ENSMUSG00000110344	0.7036018488	0.1370626085	0.3113268591
ENSMUSG00000003546	0.4703720594	0.1370889198	0.3113527252
ENSMUSG00000020361	-0.9911774842	0.1371391259	0.311432849
ENSMUSG00000040181	2.5076374935	0.1371721669	0.3114739788
ENSMUSG00000029022	0.4147378284	0.1372228975	0.3115552628
ENSMUSG00000030870	0.3293557076	0.13735929	0.3117421986
ENSMUSG00000022142	-0.62948437	0.1373650018	0.3117421986
ENSMUSG00000031480	-1.2119476966	0.1373419602	0.3117421986
ENSMUSG00000071478	-1.5323466101	0.1373581863	0.3117421986
ENSMUSG00000003299	0.3364026396	0.1373919197	0.3117693736
ENSMUSG00000111241	-2.7350836732	0.1374091835	0.3117746378
ENSMUSG00000040367	2.8409410478	0.1374265601	0.311780157
ENSMUSG00000058258	-0.5476029091	0.1375365637	0.3118717922
ENSMUSG00000105008	2.583411582	0.1375066089	0.3118717922
ENSMUSG00000022035	0.3744843462	0.1375435758	0.3118717922
ENSMUSG00000105327	1.7431754203	0.1375507212	0.3118717922
ENSMUSG00000050856	1.3130025448	0.1375404858	0.3118717922
ENSMUSG00000020577	0.8976063802	0.1375566425	0.3118717922
ENSMUSG00000018509	0.8184792879	0.1375895913	0.3118969508
ENSMUSG00000080810	1.0056643737	0.1376125884	0.3118969508
ENSMUSG00000067567	0.4076960659	0.1375994384	0.3118969508
ENSMUSG00000037982	-1.0228634992	0.1376755663	0.3120057939
ENSMUSG00000040714	1.4566607711	0.1377403725	0.3120668528
ENSMUSG00000106951	2.658179649	0.1377623407	0.3120668528
ENSMUSG00000096078	-1.8948726381	0.1377567221	0.3120668528
ENSMUSG00000009863	1.1913582591	0.1377386326	0.3120668528
ENSMUSG00000100108	-0.5850742032	0.1378256611	0.3121763943
ENSMUSG00000108531	-1.5417725729	0.1379349355	0.3123899869
ENSMUSG00000037280	-0.8420789417	0.1379521765	0.3123951218
ENSMUSG00000028284	-0.5370241728	0.1379835819	0.3124168071
ENSMUSG00000083097	0.7179447023	0.1380210543	0.3124168071
ENSMUSG00000083016	1.6530210059	0.1380216513	0.3124168071
ENSMUSG00000082016	-0.7864645853	0.138003391	0.3124168071
ENSMUSG00000038831	0.9504424206	0.1381064957	0.312525633
ENSMUSG00000014782	2.3120672779	0.1381250385	0.312525633
ENSMUSG00000033009	-0.4271804335	0.13809679	0.312525633
ENSMUSG00000023966	1.4736937717	0.1381446286	0.312525633
ENSMUSG00000030409	1.5065501979	0.1381338307	0.312525633
ENSMUSG00000046985	-0.4427307995	0.1381611782	0.3125291836
ENSMUSG00000033294	-0.3378662251	0.1382075599	0.3126002084
ENSMUSG00000028687	-0.6776266815	0.138261436	0.3126542747
ENSMUSG00000039474	0.6478800069	0.1382592585	0.3126542747
ENSMUSG00000000811	-0.7018092662	0.1383347671	0.3127649151
ENSMUSG00000085347	1.1811499476	0.1383403459	0.3127649151
ENSMUSG00000029447	-0.5774241367	0.1383934582	0.3127833082
ENSMUSG00000031840	0.6342346516	0.1383718721	0.3127833082
ENSMUSG00000049233	1.1212820638	0.1383809008	0.3127833082
ENSMUSG00000098661	1.451784354	0.1384477501	0.3128721199
ENSMUSG00000088695	-1.5216607779	0.1384954567	0.3129121413
ENSMUSG00000063524	-0.331243341	0.1384843102	0.3129121413
ENSMUSG00000073434	-0.6308189925	0.1385387592	0.3129760836
ENSMUSG00000112971	-2.7628653778	0.1386565517	0.313208276
ENSMUSG00000109167	-2.9414488343	0.1387864745	0.3132304898
ENSMUSG00000028886	0.4132381249	0.1387864951	0.3132304898
ENSMUSG00000053117	3.2165017597	0.1387759044	0.3132304898
ENSMUSG00000079941	1.1707381102	0.1387550172	0.3132304898
ENSMUSG00000000411	3.2548326268	0.1387352893	0.3132304898
ENSMUSG00000032323	5.4958110379	0.1387003914	0.3132304898
ENSMUSG00000103280	5.2578395517	0.138764207	0.3132304898
ENSMUSG00000020593	-0.5973933089	0.1386952887	0.3132304898
ENSMUSG00000019802	-0.3740737899	0.1388403533	0.3133181494
ENSMUSG00000005107	-0.9567560899	0.1389208506	0.3134475713
ENSMUSG00000090468	0.9122721455	0.1389277521	0.3134475713
ENSMUSG00000093765	4.7213046058	0.1390437388	0.3136414232
ENSMUSG00000116614	1.250370643	0.1390374148	0.3136414232
ENSMUSG00000103506	1.0188484512	0.1391122725	0.3137620909
ENSMUSG00000101236	1.9380892322	0.1392155442	0.3139610744
ENSMUSG00000004266	-0.6120175752	0.1392550618	0.3140162511
ENSMUSG00000074519	-0.6720758853	0.139283333	0.3140460581
ENSMUSG00000001157	-0.5275764076	0.1393477057	0.3141233047
ENSMUSG00000040229	-0.9015272207	0.1393456085	0.3141233047
ENSMUSG00000002897	0.5448904124	0.1394515416	0.3143202085
ENSMUSG00000032846	-0.5714558744	0.1394651857	0.3143202085
ENSMUSG00000037020	-0.6441212775	0.1396056504	0.3146027959
ENSMUSG00000041729	1.7379601726	0.1396779584	0.3147317471
ENSMUSG00000108574	2.0331663834	0.1396976645	0.3147421571
ENSMUSG00000003038	1.1395932378	0.1398919066	0.3150437012
ENSMUSG00000100937	-3.0686606448	0.13986006	0.3150437012
ENSMUSG00000025316	0.4890368497	0.1398836893	0.3150437012
ENSMUSG00000018697	-0.3015238343	0.1398785934	0.3150437012
ENSMUSG00000020265	0.275648437	0.1399876875	0.3152253777
ENSMUSG00000104164	1.6964917032	0.1400151567	0.3152532068
ENSMUSG00000027692	-0.7988057301	0.1400479772	0.3152930773
ENSMUSG00000022623	-3.0111587864	0.1400810088	0.3152993945
ENSMUSG00000037341	0.3932525278	0.1400761567	0.3152993945
ENSMUSG00000039686	-0.3816849303	0.1401321493	0.3153804781
ENSMUSG00000016763	-2.0297748249	0.1401724268	0.3154370984
ENSMUSG00000013539	0.3873850131	0.1402849852	0.3156263286
ENSMUSG00000021461	-0.4003286868	0.140286773	0.3156263286
ENSMUSG00000028057	0.4881322489	0.1403457454	0.3157249607
ENSMUSG00000037638	-0.5780859698	0.1403677218	0.3157403536
ENSMUSG00000036299	0.4727292738	0.1404632417	0.3159211526
ENSMUSG00000003134	0.912069468	0.1404914281	0.3159504867
ENSMUSG00000062933	1.1859659854	0.140525833	0.3159937975
ENSMUSG00000039477	-0.6238477814	0.140551776	0.3160180733
ENSMUSG00000105679	1.6983536439	0.1405752499	0.3160367929
ENSMUSG00000064844	-0.916837557	0.1406027516	0.3160645628
ENSMUSG00000037286	-0.645093778	0.1406782571	0.3162002239
ENSMUSG00000022181	2.6958392738	0.1407047074	0.316225607
ENSMUSG00000106317	0.9861158263	0.1407472815	0.3162872182
ENSMUSG00000040396	-0.5564589407	0.14077842	0.3162890562
ENSMUSG00000040998	-1.2893448595	0.1407646776	0.3162890562
ENSMUSG00000032462	-0.6319481259	0.1408596477	0.3164374749
ENSMUSG00000037725	-1.0826233638	0.1408915674	0.3164751046
ENSMUSG00000059395	2.2207315957	0.1409563185	0.316586465
ENSMUSG00000039164	1.077154145	0.1411702379	0.3170327959
ENSMUSG00000112909	1.3575644001	0.1412321461	0.3171376884
ENSMUSG00000097028	-0.73107835	0.1412836207	0.3172191323
ENSMUSG00000056671	0.7627349694	0.1413360741	0.3173027562
ENSMUSG00000107096	-0.8164724779	0.1413654046	0.3173344562
ENSMUSG00000032547	0.8809847183	0.1413820012	0.3173375675
ENSMUSG00000024241	-1.0618290262	0.1414060716	0.3173574519
ENSMUSG00000027510	0.5357278526	0.1414254618	0.3173668291
ENSMUSG00000088609	0.8429291581	0.1414550791	0.317399152
ENSMUSG00000035211	4.0801680938	0.1415445745	0.317565809
ENSMUSG00000028647	0.4677658221	0.1415607669	0.3175679871
ENSMUSG00000108366	0.9537947342	0.1415791364	0.3175750482
ENSMUSG00000019173	-0.5644978988	0.1415978761	0.3175829379
ENSMUSG00000110444	0.6952785557	0.1417032578	0.3177851304
ENSMUSG00000115919	4.2558380721	0.1417560147	0.3178692751
ENSMUSG00000036291	-0.5452549505	0.1418469589	0.3180390224
ENSMUSG00000107365	-2.8908025593	0.1418718303	0.3180606055
ENSMUSG00000030761	0.7454084668	0.1418973414	0.3180836181
ENSMUSG00000087298	0.6484868393	0.1419803452	0.3181775238
ENSMUSG00000040260	-2.4252176203	0.1419556976	0.3181775238
ENSMUSG00000097276	5.3197301895	0.1419849852	0.3181775238
ENSMUSG00000104693	1.5221680964	0.1420329095	0.3182507347
ENSMUSG00000092512	1.1526524216	0.1420482553	0.3182509396
ENSMUSG00000106691	1.542811757	0.142090457	0.3182771317
ENSMUSG00000031889	0.4757389975	0.1420873467	0.3182771317
ENSMUSG00000040824	1.2438459868	0.1421257742	0.3182878946
ENSMUSG00000028878	-0.3993967793	0.1421157812	0.3182878946
ENSMUSG00000107319	1.3108521272	0.1421679203	0.3183481078
ENSMUSG00000041406	-0.801847535	0.1422325665	0.3184586859
ENSMUSG00000031672	0.2938034084	0.1422505603	0.3184647965
ENSMUSG00000113895	-2.1861200503	0.1423292396	0.3186067517
ENSMUSG00000004151	-2.7706193568	0.1423939976	0.3187175165
ENSMUSG00000061013	1.6981976449	0.1424127248	0.318725239
ENSMUSG00000042942	1.618204566	0.1424933864	0.3188715564
ENSMUSG00000088442	-3.3048215472	0.1425992665	0.3189872517
ENSMUSG00000083914	1.0096115895	0.142605357	0.3189872517
ENSMUSG00000031530	0.8412467477	0.14260147	0.3189872517
ENSMUSG00000094655	-1.2670888654	0.1426062453	0.3189872517
ENSMUSG00000052485	2.3591685354	0.1426308622	0.3189874427
ENSMUSG00000022848	1.0013753747	0.14263691	0.3189874427
ENSMUSG00000114607	-1.1036990456	0.1427885102	0.3192922495
ENSMUSG00000047414	1.1669270214	0.1428146569	0.319316492
ENSMUSG00000028901	0.4240282244	0.1428348638	0.31932745
ENSMUSG00000085335	1.4624349177	0.1428795556	0.3193931392
ENSMUSG00000027550	-1.0850116742	0.1429475475	0.3195108938
ENSMUSG00000081382	0.7216661105	0.1430221241	0.3196341803
ENSMUSG00000039231	-0.4375823312	0.1430333465	0.3196341803
ENSMUSG00000079186	2.3824172673	0.1430829717	0.3197108321
ENSMUSG00000014226	0.498545979	0.1431249738	0.3197704356
ENSMUSG00000083832	1.1811764576	0.143246789	0.3200083263
ENSMUSG00000004842	2.3147204687	0.1433249448	0.3201486427
ENSMUSG00000093548	0.8974105316	0.1433563337	0.3201844759
ENSMUSG00000094627	2.8108841547	0.1433720057	0.3201852018
ENSMUSG00000053289	-0.9706960361	0.143415435	0.3202479098
ENSMUSG00000032249	-0.5116840436	0.1435113325	0.3204128857
ENSMUSG00000028089	-0.5008202995	0.1435200315	0.3204128857
ENSMUSG00000041921	-0.5142720048	0.1435447608	0.3204338053
ENSMUSG00000032012	0.5699022235	0.1435836162	0.3204862506
ENSMUSG00000044475	-0.3357181832	0.1436897082	0.3206887443
ENSMUSG00000033475	1.2356855672	0.1438172928	0.320904832
ENSMUSG00000023018	0.3330058963	0.1438127061	0.320904832
ENSMUSG00000024491	-0.3825000414	0.1438915367	0.3210361597
ENSMUSG00000061024	-0.313141081	0.1439209376	0.321067421
ENSMUSG00000111063	3.9785216825	0.1439568084	0.3211131074
ENSMUSG00000020330	-0.9166951941	0.1439887512	0.3211500231
ENSMUSG00000024068	-0.2838280964	0.1440066486	0.3211556077
ENSMUSG00000096726	1.1680244931	0.1440377249	0.3211676728
ENSMUSG00000044674	-1.007152221	0.1440428469	0.3211676728
ENSMUSG00000044469	0.3638146076	0.144089081	0.3212364285
ENSMUSG00000027188	-1.9327345588	0.1441575731	0.3213547866
ENSMUSG00000005198	-0.2693815675	0.1443316275	0.3217084129
ENSMUSG00000112734	0.9779492823	0.1443671929	0.3217533111
ENSMUSG00000001131	0.9818417005	0.1444556199	0.3218816189
ENSMUSG00000026718	-0.5981930486	0.144450832	0.3218816189
ENSMUSG00000018287	0.4324606989	0.1445210171	0.3219260809
ENSMUSG00000026319	-0.430011184	0.1444924214	0.3219260809
ENSMUSG00000094257	1.1821518878	0.1445218652	0.3219260809
ENSMUSG00000039330	-1.93130533	0.1445428895	0.3219385398
ENSMUSG00000104126	0.9937524994	0.1445675499	0.321959094
ENSMUSG00000084350	-0.6064207377	0.1446110181	0.3220215252
ENSMUSG00000113793	1.3789720757	0.1446435988	0.3220572973
ENSMUSG00000021302	-0.2967570866	0.1446733926	0.3220572973
ENSMUSG00000044221	-0.3839286569	0.144662693	0.3220572973
ENSMUSG00000093034	-2.9109009148	0.1447117274	0.3220739032
ENSMUSG00000021879	2.2449191241	0.1447000657	0.3220739032
ENSMUSG00000103165	-0.6930716461	0.1447347813	0.3220908525
ENSMUSG00000022463	-0.4767940139	0.1447689765	0.3221325892
ENSMUSG00000102570	1.614217552	0.1450498887	0.3227232406
ENSMUSG00000090877	1.0362324274	0.1451592602	0.3228977125
ENSMUSG00000026072	1.2058775992	0.1451531521	0.3228977125
ENSMUSG00000103224	1.6742603358	0.1451852839	0.3229211703
ENSMUSG00000082860	-2.0475097367	0.1452221218	0.3229686736
ENSMUSG00000115841	1.5060583827	0.1452778436	0.3230581593
ENSMUSG00000034795	0.4409286735	0.1454554505	0.3233669993
ENSMUSG00000031902	-0.7667874423	0.1454632262	0.3233669993
ENSMUSG00000039798	0.8606210473	0.1454429308	0.3233669993
ENSMUSG00000069379	1.2968909387	0.1455837118	0.3236003599
ENSMUSG00000026750	0.4378521642	0.1456729741	0.3237642759
ENSMUSG00000063232	1.7989817496	0.1457454675	0.3238908914
ENSMUSG00000030048	-3.1339122895	0.145771509	0.3239142605
ENSMUSG00000083932	2.3142058641	0.1457889698	0.3239185599
ENSMUSG00000030965	-0.5372002382	0.1458272605	0.3239400318
ENSMUSG00000024335	-0.3133590229	0.1458296879	0.3239400318
ENSMUSG00000097429	-1.2683780608	0.1459017412	0.3240655837
ENSMUSG00000102151	-0.6696338936	0.1459895855	0.3242261787
ENSMUSG00000035370	-1.731252222	0.1460744594	0.3243796064
ENSMUSG00000101452	1.0569183488	0.1460897657	0.3243796064
ENSMUSG00000030826	0.9316265013	0.1461237065	0.3244204415
ENSMUSG00000102425	-0.9744118308	0.1461506576	0.3244457512
ENSMUSG00000020307	1.0141327804	0.1462091063	0.3245409709
ENSMUSG00000083291	1.1849019737	0.1463022736	0.324713227
ENSMUSG00000062421	0.6475069338	0.146411913	0.3249220021
ENSMUSG00000092556	-2.8731845381	0.1465194499	0.3251260672
ENSMUSG00000027852	0.3931290997	0.1465971418	0.32526387
ENSMUSG00000052516	2.3116079503	0.146666759	0.3253491326
ENSMUSG00000007033	1.4985526265	0.146656456	0.3253491326
ENSMUSG00000094092	-1.3164312036	0.1467104082	0.3254113593
ENSMUSG00000032878	3.5750606684	0.1467620291	0.3254912527
ENSMUSG00000106227	-1.6140793473	0.1468238914	0.32559384
ENSMUSG00000098101	-2.3983551112	0.1468452929	0.3256066899
ENSMUSG00000015357	-0.2801117349	0.146932965	0.3257136757
